,name,standout_dish,review,address,urly,title,pub_date,feature_url,phone,website,mod_date,ranking,neighborhood,author_1,author_2,author_3,rest_type,additional_url,url,mod_time,rating,price,biz_type,author_4,author_5,sort_name,tokens,bigrams,trigrams,quadgrams
0,Adrienne’s Pizza Bar,,"Adrienne’s Pizza Bar serves large pies on Stone Street in FiDi, with outdoor and indoor areas if you’re looking for more than just a slice or two.The Stone Street main drag is littered with bars and restaurants, all of which have outdoor seating areas that bleed into one another. It’s an appealing place to hang out in the area, certainly. So which of the many restaurants should you pick? Sure, the Bavaria Beer Haus will do if you want to drink hefeweizen out of a boot, and the Mexican restaurant “Mad Dog and Beans” is an option if you want to patronize a place called “Mad Dog and Beans.” But if you actually want to eat, do it at Adrienne’s Pizza Bar. The large pies are pretty good (no slices, FYI), and the inside area is pretty nice.Pizza, Big Groups, Casual Weeknight Dinner, Late Night Eats, ",,,,,https://www.theinfatuation.com/new-york/cuisines/pizza,,,,,Financial District,,,,,/new-york/reviews/adriennes-pizza-bar,,,-0.1,2,,,,adriennes pizza bar,"['adrienne', 'bar', 'serves', 'large', 'pies', 'stone', 'street', 'fidi', 'outdoor', 'indoor', 'areas', 'looking', 'slice', 'stone', 'street', 'main', 'drag', 'littered', 'bars', 'restaurants', 'outdoor', 'seating', 'areas', 'bleed', 'appealing', 'place', 'hang', 'area', 'certainly', 'restaurants', 'pick', 'sure', 'bavaria', 'beer', 'haus', 'want', 'drink', 'hefeweizen', 'boot', 'mexican', 'restaurant', '“', 'mad', 'dog', 'beans', '”', 'option', 'want', 'patronize', 'place', 'called', '“', 'mad', 'dog', 'beans', '”', 'actually', 'want', 'eat', 'adrienne', 'bar', 'large', 'pies', 'pretty', 'good', 'slices', 'fyi', 'inside', 'area', 'pretty', 'nice', 'big', 'groups', 'casual', 'weeknight', 'dinner', 'late', 'night', 'eats']","[('adrienne', 'bar'), ('bar', 'serves'), ('serves', 'large'), ('large', 'pies'), ('pies', 'stone'), ('stone', 'street'), ('street', 'fidi'), ('fidi', 'outdoor'), ('outdoor', 'indoor'), ('indoor', 'areas'), ('areas', 'looking'), ('looking', 'slice'), ('slice', 'stone'), ('stone', 'street'), ('street', 'main'), ('main', 'drag'), ('drag', 'littered'), ('littered', 'bars'), ('bars', 'restaurants'), ('restaurants', 'outdoor'), ('outdoor', 'seating'), ('seating', 'areas'), ('areas', 'bleed'), ('bleed', 'appealing'), ('appealing', 'place'), ('place', 'hang'), ('hang', 'area'), ('area', 'certainly'), ('certainly', 'restaurants'), ('restaurants', 'pick'), ('pick', 'sure'), ('sure', 'bavaria'), ('bavaria', 'beer'), ('beer', 'haus'), ('haus', 'want'), ('want', 'drink'), ('drink', 'hefeweizen'), ('hefeweizen', 'boot'), ('boot', 'mexican'), ('mexican', 'restaurant'), ('restaurant', '“'), ('“', 'mad'), ('mad', 'dog'), ('dog', 'beans'), ('beans', '”'), ('”', 'option'), ('option', 'want'), ('want', 'patronize'), ('patronize', 'place'), ('place', 'called'), ('called', '“'), ('“', 'mad'), ('mad', 'dog'), ('dog', 'beans'), ('beans', '”'), ('”', 'actually'), ('actually', 'want'), ('want', 'eat'), ('eat', 'adrienne'), ('adrienne', 'bar'), ('bar', 'large'), ('large', 'pies'), ('pies', 'pretty'), ('pretty', 'good'), ('good', 'slices'), ('slices', 'fyi'), ('fyi', 'inside'), ('inside', 'area'), ('area', 'pretty'), ('pretty', 'nice'), ('nice', 'big'), ('big', 'groups'), ('groups', 'casual'), ('casual', 'weeknight'), ('weeknight', 'dinner'), ('dinner', 'late'), ('late', 'night'), ('night', 'eats')]","[('adrienne', 'bar', 'serves'), ('bar', 'serves', 'large'), ('serves', 'large', 'pies'), ('large', 'pies', 'stone'), ('pies', 'stone', 'street'), ('stone', 'street', 'fidi'), ('street', 'fidi', 'outdoor'), ('fidi', 'outdoor', 'indoor'), ('outdoor', 'indoor', 'areas'), ('indoor', 'areas', 'looking'), ('areas', 'looking', 'slice'), ('looking', 'slice', 'stone'), ('slice', 'stone', 'street'), ('stone', 'street', 'main'), ('street', 'main', 'drag'), ('main', 'drag', 'littered'), ('drag', 'littered', 'bars'), ('littered', 'bars', 'restaurants'), ('bars', 'restaurants', 'outdoor'), ('restaurants', 'outdoor', 'seating'), ('outdoor', 'seating', 'areas'), ('seating', 'areas', 'bleed'), ('areas', 'bleed', 'appealing'), ('bleed', 'appealing', 'place'), ('appealing', 'place', 'hang'), ('place', 'hang', 'area'), ('hang', 'area', 'certainly'), ('area', 'certainly', 'restaurants'), ('certainly', 'restaurants', 'pick'), ('restaurants', 'pick', 'sure'), ('pick', 'sure', 'bavaria'), ('sure', 'bavaria', 'beer'), ('bavaria', 'beer', 'haus'), ('beer', 'haus', 'want'), ('haus', 'want', 'drink'), ('want', 'drink', 'hefeweizen'), ('drink', 'hefeweizen', 'boot'), ('hefeweizen', 'boot', 'mexican'), ('boot', 'mexican', 'restaurant'), ('mexican', 'restaurant', '“'), ('restaurant', '“', 'mad'), ('“', 'mad', 'dog'), ('mad', 'dog', 'beans'), ('dog', 'beans', '”'), ('beans', '”', 'option'), ('”', 'option', 'want'), ('option', 'want', 'patronize'), ('want', 'patronize', 'place'), ('patronize', 'place', 'called'), ('place', 'called', '“'), ('called', '“', 'mad'), ('“', 'mad', 'dog'), ('mad', 'dog', 'beans'), ('dog', 'beans', '”'), ('beans', '”', 'actually'), ('”', 'actually', 'want'), ('actually', 'want', 'eat'), ('want', 'eat', 'adrienne'), ('eat', 'adrienne', 'bar'), ('adrienne', 'bar', 'large'), ('bar', 'large', 'pies'), ('large', 'pies', 'pretty'), ('pies', 'pretty', 'good'), ('pretty', 'good', 'slices'), ('good', 'slices', 'fyi'), ('slices', 'fyi', 'inside'), ('fyi', 'inside', 'area'), ('inside', 'area', 'pretty'), ('area', 'pretty', 'nice'), ('pretty', 'nice', 'big'), ('nice', 'big', 'groups'), ('big', 'groups', 'casual'), ('groups', 'casual', 'weeknight'), ('casual', 'weeknight', 'dinner'), ('weeknight', 'dinner', 'late'), ('dinner', 'late', 'night'), ('late', 'night', 'eats')]","[('adrienne', 'bar', 'serves', 'large'), ('bar', 'serves', 'large', 'pies'), ('serves', 'large', 'pies', 'stone'), ('large', 'pies', 'stone', 'street'), ('pies', 'stone', 'street', 'fidi'), ('stone', 'street', 'fidi', 'outdoor'), ('street', 'fidi', 'outdoor', 'indoor'), ('fidi', 'outdoor', 'indoor', 'areas'), ('outdoor', 'indoor', 'areas', 'looking'), ('indoor', 'areas', 'looking', 'slice'), ('areas', 'looking', 'slice', 'stone'), ('looking', 'slice', 'stone', 'street'), ('slice', 'stone', 'street', 'main'), ('stone', 'street', 'main', 'drag'), ('street', 'main', 'drag', 'littered'), ('main', 'drag', 'littered', 'bars'), ('drag', 'littered', 'bars', 'restaurants'), ('littered', 'bars', 'restaurants', 'outdoor'), ('bars', 'restaurants', 'outdoor', 'seating'), ('restaurants', 'outdoor', 'seating', 'areas'), ('outdoor', 'seating', 'areas', 'bleed'), ('seating', 'areas', 'bleed', 'appealing'), ('areas', 'bleed', 'appealing', 'place'), ('bleed', 'appealing', 'place', 'hang'), ('appealing', 'place', 'hang', 'area'), ('place', 'hang', 'area', 'certainly'), ('hang', 'area', 'certainly', 'restaurants'), ('area', 'certainly', 'restaurants', 'pick'), ('certainly', 'restaurants', 'pick', 'sure'), ('restaurants', 'pick', 'sure', 'bavaria'), ('pick', 'sure', 'bavaria', 'beer'), ('sure', 'bavaria', 'beer', 'haus'), ('bavaria', 'beer', 'haus', 'want'), ('beer', 'haus', 'want', 'drink'), ('haus', 'want', 'drink', 'hefeweizen'), ('want', 'drink', 'hefeweizen', 'boot'), ('drink', 'hefeweizen', 'boot', 'mexican'), ('hefeweizen', 'boot', 'mexican', 'restaurant'), ('boot', 'mexican', 'restaurant', '“'), ('mexican', 'restaurant', '“', 'mad'), ('restaurant', '“', 'mad', 'dog'), ('“', 'mad', 'dog', 'beans'), ('mad', 'dog', 'beans', '”'), ('dog', 'beans', '”', 'option'), ('beans', '”', 'option', 'want'), ('”', 'option', 'want', 'patronize'), ('option', 'want', 'patronize', 'place'), ('want', 'patronize', 'place', 'called'), ('patronize', 'place', 'called', '“'), ('place', 'called', '“', 'mad'), ('called', '“', 'mad', 'dog'), ('“', 'mad', 'dog', 'beans'), ('mad', 'dog', 'beans', '”'), ('dog', 'beans', '”', 'actually'), ('beans', '”', 'actually', 'want'), ('”', 'actually', 'want', 'eat'), ('actually', 'want', 'eat', 'adrienne'), ('want', 'eat', 'adrienne', 'bar'), ('eat', 'adrienne', 'bar', 'large'), ('adrienne', 'bar', 'large', 'pies'), ('bar', 'large', 'pies', 'pretty'), ('large', 'pies', 'pretty', 'good'), ('pies', 'pretty', 'good', 'slices'), ('pretty', 'good', 'slices', 'fyi'), ('good', 'slices', 'fyi', 'inside'), ('slices', 'fyi', 'inside', 'area'), ('fyi', 'inside', 'area', 'pretty'), ('inside', 'area', 'pretty', 'nice'), ('area', 'pretty', 'nice', 'big'), ('pretty', 'nice', 'big', 'groups'), ('nice', 'big', 'groups', 'casual'), ('big', 'groups', 'casual', 'weeknight'), ('groups', 'casual', 'weeknight', 'dinner'), ('casual', 'weeknight', 'dinner', 'late'), ('weeknight', 'dinner', 'late', 'night'), ('dinner', 'late', 'night', 'eats')]"
1,Adrienne's Pizzabar,,"Standing strong amid the fratty Stone Street bars is Adrienne’s Pizzabar, an above-average pie purveyor in the Financial District. It serves up two types of pizza: New York-style round pies and Grandma-style squares, of which the latter is the standout. Adrienne’s also delivers well for workers in the area in need of a lunchtime pizza fix.","54 Stone St, New York, NY 10004",,,2018-05-31T09:19:25-04:00,https://ny.eater.com/maps/best-sit-down-pizza-restaurants-nyc,(212) 248-3838,https://adriennespizza.com/,2019-03-04T14:05:29-05:00,,,Alexandra Ilyashov,,,,,,,,,,,,adriennes pizza bar,"['standing', 'strong', 'amid', 'fratty', 'stone', 'street', 'bars', 'adrienne', 'pizzabar', 'average', 'pie', 'purveyor', 'financial', 'district', 'serves', 'types', ':', 'new', 'york', 'style', 'round', 'pies', 'grandma', 'style', 'squares', 'standout', 'adrienne', 'delivers', 'workers', 'area', 'need', 'lunchtime', 'fix']","[('standing', 'strong'), ('strong', 'amid'), ('amid', 'fratty'), ('fratty', 'stone'), ('stone', 'street'), ('street', 'bars'), ('bars', 'adrienne'), ('adrienne', 'pizzabar'), ('pizzabar', 'average'), ('average', 'pie'), ('pie', 'purveyor'), ('purveyor', 'financial'), ('financial', 'district'), ('district', 'serves'), ('serves', 'types'), ('types', ':'), (':', 'new'), ('new', 'york'), ('york', 'style'), ('style', 'round'), ('round', 'pies'), ('pies', 'grandma'), ('grandma', 'style'), ('style', 'squares'), ('squares', 'standout'), ('standout', 'adrienne'), ('adrienne', 'delivers'), ('delivers', 'workers'), ('workers', 'area'), ('area', 'need'), ('need', 'lunchtime'), ('lunchtime', 'fix')]","[('standing', 'strong', 'amid'), ('strong', 'amid', 'fratty'), ('amid', 'fratty', 'stone'), ('fratty', 'stone', 'street'), ('stone', 'street', 'bars'), ('street', 'bars', 'adrienne'), ('bars', 'adrienne', 'pizzabar'), ('adrienne', 'pizzabar', 'average'), ('pizzabar', 'average', 'pie'), ('average', 'pie', 'purveyor'), ('pie', 'purveyor', 'financial'), ('purveyor', 'financial', 'district'), ('financial', 'district', 'serves'), ('district', 'serves', 'types'), ('serves', 'types', ':'), ('types', ':', 'new'), (':', 'new', 'york'), ('new', 'york', 'style'), ('york', 'style', 'round'), ('style', 'round', 'pies'), ('round', 'pies', 'grandma'), ('pies', 'grandma', 'style'), ('grandma', 'style', 'squares'), ('style', 'squares', 'standout'), ('squares', 'standout', 'adrienne'), ('standout', 'adrienne', 'delivers'), ('adrienne', 'delivers', 'workers'), ('delivers', 'workers', 'area'), ('workers', 'area', 'need'), ('area', 'need', 'lunchtime'), ('need', 'lunchtime', 'fix')]","[('standing', 'strong', 'amid', 'fratty'), ('strong', 'amid', 'fratty', 'stone'), ('amid', 'fratty', 'stone', 'street'), ('fratty', 'stone', 'street', 'bars'), ('stone', 'street', 'bars', 'adrienne'), ('street', 'bars', 'adrienne', 'pizzabar'), ('bars', 'adrienne', 'pizzabar', 'average'), ('adrienne', 'pizzabar', 'average', 'pie'), ('pizzabar', 'average', 'pie', 'purveyor'), ('average', 'pie', 'purveyor', 'financial'), ('pie', 'purveyor', 'financial', 'district'), ('purveyor', 'financial', 'district', 'serves'), ('financial', 'district', 'serves', 'types'), ('district', 'serves', 'types', ':'), ('serves', 'types', ':', 'new'), ('types', ':', 'new', 'york'), (':', 'new', 'york', 'style'), ('new', 'york', 'style', 'round'), ('york', 'style', 'round', 'pies'), ('style', 'round', 'pies', 'grandma'), ('round', 'pies', 'grandma', 'style'), ('pies', 'grandma', 'style', 'squares'), ('grandma', 'style', 'squares', 'standout'), ('style', 'squares', 'standout', 'adrienne'), ('squares', 'standout', 'adrienne', 'delivers'), ('standout', 'adrienne', 'delivers', 'workers'), ('adrienne', 'delivers', 'workers', 'area'), ('delivers', 'workers', 'area', 'need'), ('workers', 'area', 'need', 'lunchtime'), ('area', 'need', 'lunchtime', 'fix')]"
2,Alligator Lounge,,"Alligator Lounge is a divey sports bar in Williamsburg that gives out free pizza to everyone who buys a drink.You may know Alligator Lounge as that dive-y bar in Williamsburg that does $6 shot and beer combos and gives out free pizzas to anyone who buys a drink. While they do that, and it’s a pretty crazy deal, this is also a solid spot to watch some sports (especially NFL games on Sundays). You’ll find a pool table and some games like Connect 4 and Jenga, too, in addition to free karaoke most nights.Pizza, Big Groups, Day Drinking, Sports!, ",,,,,https://www.theinfatuation.com/new-york/cuisines/pizza,,,,,Williamsburg,,,,,/new-york/reviews/alligator-lounge,,,-0.1,1,,,,alligator lounge,"['alligator', 'lounge', 'divey', 'sports', 'bar', 'williamsburg', 'gives', 'free', 'buys', 'drink', 'know', 'alligator', 'lounge', 'dive', 'y', 'bar', 'williamsburg', 'shot', 'beer', 'combos', 'gives', 'free', 'pizzas', 'buys', 'drink', 'pretty', 'crazy', 'deal', 'solid', 'spot', 'watch', 'sports', 'especially', 'nfl', 'games', 'sundays', 'll', 'find', 'pool', 'table', 'games', 'like', 'connect', 'jenga', 'addition', 'free', 'karaoke', 'nights', 'big', 'groups', 'day', 'drinking', 'sports']","[('alligator', 'lounge'), ('lounge', 'divey'), ('divey', 'sports'), ('sports', 'bar'), ('bar', 'williamsburg'), ('williamsburg', 'gives'), ('gives', 'free'), ('free', 'buys'), ('buys', 'drink'), ('drink', 'know'), ('know', 'alligator'), ('alligator', 'lounge'), ('lounge', 'dive'), ('dive', 'y'), ('y', 'bar'), ('bar', 'williamsburg'), ('williamsburg', 'shot'), ('shot', 'beer'), ('beer', 'combos'), ('combos', 'gives'), ('gives', 'free'), ('free', 'pizzas'), ('pizzas', 'buys'), ('buys', 'drink'), ('drink', 'pretty'), ('pretty', 'crazy'), ('crazy', 'deal'), ('deal', 'solid'), ('solid', 'spot'), ('spot', 'watch'), ('watch', 'sports'), ('sports', 'especially'), ('especially', 'nfl'), ('nfl', 'games'), ('games', 'sundays'), ('sundays', 'll'), ('ll', 'find'), ('find', 'pool'), ('pool', 'table'), ('table', 'games'), ('games', 'like'), ('like', 'connect'), ('connect', 'jenga'), ('jenga', 'addition'), ('addition', 'free'), ('free', 'karaoke'), ('karaoke', 'nights'), ('nights', 'big'), ('big', 'groups'), ('groups', 'day'), ('day', 'drinking'), ('drinking', 'sports')]","[('alligator', 'lounge', 'divey'), ('lounge', 'divey', 'sports'), ('divey', 'sports', 'bar'), ('sports', 'bar', 'williamsburg'), ('bar', 'williamsburg', 'gives'), ('williamsburg', 'gives', 'free'), ('gives', 'free', 'buys'), ('free', 'buys', 'drink'), ('buys', 'drink', 'know'), ('drink', 'know', 'alligator'), ('know', 'alligator', 'lounge'), ('alligator', 'lounge', 'dive'), ('lounge', 'dive', 'y'), ('dive', 'y', 'bar'), ('y', 'bar', 'williamsburg'), ('bar', 'williamsburg', 'shot'), ('williamsburg', 'shot', 'beer'), ('shot', 'beer', 'combos'), ('beer', 'combos', 'gives'), ('combos', 'gives', 'free'), ('gives', 'free', 'pizzas'), ('free', 'pizzas', 'buys'), ('pizzas', 'buys', 'drink'), ('buys', 'drink', 'pretty'), ('drink', 'pretty', 'crazy'), ('pretty', 'crazy', 'deal'), ('crazy', 'deal', 'solid'), ('deal', 'solid', 'spot'), ('solid', 'spot', 'watch'), ('spot', 'watch', 'sports'), ('watch', 'sports', 'especially'), ('sports', 'especially', 'nfl'), ('especially', 'nfl', 'games'), ('nfl', 'games', 'sundays'), ('games', 'sundays', 'll'), ('sundays', 'll', 'find'), ('ll', 'find', 'pool'), ('find', 'pool', 'table'), ('pool', 'table', 'games'), ('table', 'games', 'like'), ('games', 'like', 'connect'), ('like', 'connect', 'jenga'), ('connect', 'jenga', 'addition'), ('jenga', 'addition', 'free'), ('addition', 'free', 'karaoke'), ('free', 'karaoke', 'nights'), ('karaoke', 'nights', 'big'), ('nights', 'big', 'groups'), ('big', 'groups', 'day'), ('groups', 'day', 'drinking'), ('day', 'drinking', 'sports')]","[('alligator', 'lounge', 'divey', 'sports'), ('lounge', 'divey', 'sports', 'bar'), ('divey', 'sports', 'bar', 'williamsburg'), ('sports', 'bar', 'williamsburg', 'gives'), ('bar', 'williamsburg', 'gives', 'free'), ('williamsburg', 'gives', 'free', 'buys'), ('gives', 'free', 'buys', 'drink'), ('free', 'buys', 'drink', 'know'), ('buys', 'drink', 'know', 'alligator'), ('drink', 'know', 'alligator', 'lounge'), ('know', 'alligator', 'lounge', 'dive'), ('alligator', 'lounge', 'dive', 'y'), ('lounge', 'dive', 'y', 'bar'), ('dive', 'y', 'bar', 'williamsburg'), ('y', 'bar', 'williamsburg', 'shot'), ('bar', 'williamsburg', 'shot', 'beer'), ('williamsburg', 'shot', 'beer', 'combos'), ('shot', 'beer', 'combos', 'gives'), ('beer', 'combos', 'gives', 'free'), ('combos', 'gives', 'free', 'pizzas'), ('gives', 'free', 'pizzas', 'buys'), ('free', 'pizzas', 'buys', 'drink'), ('pizzas', 'buys', 'drink', 'pretty'), ('buys', 'drink', 'pretty', 'crazy'), ('drink', 'pretty', 'crazy', 'deal'), ('pretty', 'crazy', 'deal', 'solid'), ('crazy', 'deal', 'solid', 'spot'), ('deal', 'solid', 'spot', 'watch'), ('solid', 'spot', 'watch', 'sports'), ('spot', 'watch', 'sports', 'especially'), ('watch', 'sports', 'especially', 'nfl'), ('sports', 'especially', 'nfl', 'games'), ('especially', 'nfl', 'games', 'sundays'), ('nfl', 'games', 'sundays', 'll'), ('games', 'sundays', 'll', 'find'), ('sundays', 'll', 'find', 'pool'), ('ll', 'find', 'pool', 'table'), ('find', 'pool', 'table', 'games'), ('pool', 'table', 'games', 'like'), ('table', 'games', 'like', 'connect'), ('games', 'like', 'connect', 'jenga'), ('like', 'connect', 'jenga', 'addition'), ('connect', 'jenga', 'addition', 'free'), ('jenga', 'addition', 'free', 'karaoke'), ('addition', 'free', 'karaoke', 'nights'), ('free', 'karaoke', 'nights', 'big'), ('karaoke', 'nights', 'big', 'groups'), ('nights', 'big', 'groups', 'day'), ('big', 'groups', 'day', 'drinking'), ('groups', 'day', 'drinking', 'sports')]"
3,Amore Pizzeria,Cheese,"If you love ample amounts of rich sauce and oily cheese set on a thin crisp crust, that's Amore. The decor of the kitchen and dining area retain the homey style of a stereotypical city pizzeria with its tight quarters, colorful juices swirling in their dispensers, and a greasy menu board lacking several letters. Tasty and consistently delicious in its simplicity, it's no wonder loyalists have been frequenting this place for decades.Cheese",,,28 Best Pizzas in NYC You Need to Eat Right Now,5/14/19,https://www.timeout.com/newyork/restaurants/best-new-york-pizza,,,,24.0,Queens,Emma Orlow,Time Out contributors,,"Restaurants,Pizza",/newyork/restaurants/amore-pizzeria,,,,,,,,amore pizzeria,"['love', 'ample', 'amounts', 'rich', 'sauce', 'oily', 'cheese', 'set', 'thin', 'crisp', 'crust', 'amore', 'decor', 'kitchen', 'dining', 'area', 'retain', 'homey', 'style', 'stereotypical', 'city', 'pizzeria', 'tight', 'quarters', 'colorful', 'juices', 'swirling', 'dispensers', 'greasy', 'menu', 'board', 'lacking', 'letters', 'tasty', 'consistently', 'delicious', 'simplicity', 'wonder', 'loyalists', 'frequenting', 'place', 'decades', 'cheese']","[('love', 'ample'), ('ample', 'amounts'), ('amounts', 'rich'), ('rich', 'sauce'), ('sauce', 'oily'), ('oily', 'cheese'), ('cheese', 'set'), ('set', 'thin'), ('thin', 'crisp'), ('crisp', 'crust'), ('crust', 'amore'), ('amore', 'decor'), ('decor', 'kitchen'), ('kitchen', 'dining'), ('dining', 'area'), ('area', 'retain'), ('retain', 'homey'), ('homey', 'style'), ('style', 'stereotypical'), ('stereotypical', 'city'), ('city', 'pizzeria'), ('pizzeria', 'tight'), ('tight', 'quarters'), ('quarters', 'colorful'), ('colorful', 'juices'), ('juices', 'swirling'), ('swirling', 'dispensers'), ('dispensers', 'greasy'), ('greasy', 'menu'), ('menu', 'board'), ('board', 'lacking'), ('lacking', 'letters'), ('letters', 'tasty'), ('tasty', 'consistently'), ('consistently', 'delicious'), ('delicious', 'simplicity'), ('simplicity', 'wonder'), ('wonder', 'loyalists'), ('loyalists', 'frequenting'), ('frequenting', 'place'), ('place', 'decades'), ('decades', 'cheese')]","[('love', 'ample', 'amounts'), ('ample', 'amounts', 'rich'), ('amounts', 'rich', 'sauce'), ('rich', 'sauce', 'oily'), ('sauce', 'oily', 'cheese'), ('oily', 'cheese', 'set'), ('cheese', 'set', 'thin'), ('set', 'thin', 'crisp'), ('thin', 'crisp', 'crust'), ('crisp', 'crust', 'amore'), ('crust', 'amore', 'decor'), ('amore', 'decor', 'kitchen'), ('decor', 'kitchen', 'dining'), ('kitchen', 'dining', 'area'), ('dining', 'area', 'retain'), ('area', 'retain', 'homey'), ('retain', 'homey', 'style'), ('homey', 'style', 'stereotypical'), ('style', 'stereotypical', 'city'), ('stereotypical', 'city', 'pizzeria'), ('city', 'pizzeria', 'tight'), ('pizzeria', 'tight', 'quarters'), ('tight', 'quarters', 'colorful'), ('quarters', 'colorful', 'juices'), ('colorful', 'juices', 'swirling'), ('juices', 'swirling', 'dispensers'), ('swirling', 'dispensers', 'greasy'), ('dispensers', 'greasy', 'menu'), ('greasy', 'menu', 'board'), ('menu', 'board', 'lacking'), ('board', 'lacking', 'letters'), ('lacking', 'letters', 'tasty'), ('letters', 'tasty', 'consistently'), ('tasty', 'consistently', 'delicious'), ('consistently', 'delicious', 'simplicity'), ('delicious', 'simplicity', 'wonder'), ('simplicity', 'wonder', 'loyalists'), ('wonder', 'loyalists', 'frequenting'), ('loyalists', 'frequenting', 'place'), ('frequenting', 'place', 'decades'), ('place', 'decades', 'cheese')]","[('love', 'ample', 'amounts', 'rich'), ('ample', 'amounts', 'rich', 'sauce'), ('amounts', 'rich', 'sauce', 'oily'), ('rich', 'sauce', 'oily', 'cheese'), ('sauce', 'oily', 'cheese', 'set'), ('oily', 'cheese', 'set', 'thin'), ('cheese', 'set', 'thin', 'crisp'), ('set', 'thin', 'crisp', 'crust'), ('thin', 'crisp', 'crust', 'amore'), ('crisp', 'crust', 'amore', 'decor'), ('crust', 'amore', 'decor', 'kitchen'), ('amore', 'decor', 'kitchen', 'dining'), ('decor', 'kitchen', 'dining', 'area'), ('kitchen', 'dining', 'area', 'retain'), ('dining', 'area', 'retain', 'homey'), ('area', 'retain', 'homey', 'style'), ('retain', 'homey', 'style', 'stereotypical'), ('homey', 'style', 'stereotypical', 'city'), ('style', 'stereotypical', 'city', 'pizzeria'), ('stereotypical', 'city', 'pizzeria', 'tight'), ('city', 'pizzeria', 'tight', 'quarters'), ('pizzeria', 'tight', 'quarters', 'colorful'), ('tight', 'quarters', 'colorful', 'juices'), ('quarters', 'colorful', 'juices', 'swirling'), ('colorful', 'juices', 'swirling', 'dispensers'), ('juices', 'swirling', 'dispensers', 'greasy'), ('swirling', 'dispensers', 'greasy', 'menu'), ('dispensers', 'greasy', 'menu', 'board'), ('greasy', 'menu', 'board', 'lacking'), ('menu', 'board', 'lacking', 'letters'), ('board', 'lacking', 'letters', 'tasty'), ('lacking', 'letters', 'tasty', 'consistently'), ('letters', 'tasty', 'consistently', 'delicious'), ('tasty', 'consistently', 'delicious', 'simplicity'), ('consistently', 'delicious', 'simplicity', 'wonder'), ('delicious', 'simplicity', 'wonder', 'loyalists'), ('simplicity', 'wonder', 'loyalists', 'frequenting'), ('wonder', 'loyalists', 'frequenting', 'place'), ('loyalists', 'frequenting', 'place', 'decades'), ('frequenting', 'place', 'decades', 'cheese')]"
