,camis,inspection_date,dba,score_y,street
2154,50007613,2018-10-24,BROCCOLINO PIZZA,9.0,DEAN ST
2155,50067599,2018-10-24,BATTISTA RISTORANTE,10.0,AVENUE N
2156,40528297,2018-10-24,VIA ITALIA RISTORANTE,13.0,WEST   46 STREET
2157,41341959,2018-10-24,JERRY'S PIZZA,2.0,BOSTON ROAD
2158,50071378,2018-10-24,FRAGOLE ITALIAN RESTAURANT,13.0,COURT ST
2159,50009755,2018-10-24,FORNO ROSSO PIZZERIA,12.0,GOLD ST
2161,50083970,2018-10-24,LITTLE ITALY PIZZA,12.0,3RD AVE
2162,50076171,2018-10-23,DOMINO'S PIZZA,10.0,DEKALB AVE
2163,50005515,2018-10-23,TWO BOOTS,9.0,DRIGGS AVE
2164,41454913,2018-10-23,LITTLE ITALY PIZZA,9.0,7 AVENUE
2165,40364373,2018-10-23,ISLE OF CAPRI RESTURANT,11.0,3 AVENUE
2166,40511659,2018-10-23,I TRULLI/RISTORO DEL CINGHIALE,7.0,EAST   27 STREET
2168,40885415,2018-10-23,DOLCINO TRATTORIA TOSCANA,7.0,2 AVENUE
2169,50080739,2018-10-23,LEONELLI TABERNA,7.0,E 27TH ST
2171,50008567,2018-10-22,BAKER & CO.,2.0,BLEECKER ST
2172,41072750,2018-10-22,CUCINA BENE PIZZERIA,11.0,EXCHANGE PLACE
2173,40397458,2018-10-22,LUCIA PIZZA,12.0,ROOSEVELT AVENUE
2174,41495525,2018-10-22,SINGAS FAMOUS PIZZA,9.0,GRAND STREET
2175,41256599,2018-10-19,HARRY'S ITALIAN,10.0,GOLD STREET
2176,41706076,2018-10-18,LITTLE CAESARS,7.0,FLATBUSH AVENUE
2177,50070945,2018-10-18,Little Caesars,2.0,BROADWAY
2178,41487847,2018-10-18,TASTE OF ITALY PIZZERIA,12.0,CRESCENT STREET
2179,50065420,2018-10-18,IL CARINO RESTAURANT,13.0,2ND AVE
2181,50057227,2018-10-18,PASHA PIZZA PITA,10.0,CLASSON AVE
2182,40814843,2018-10-18,TRUFA RESTAURANT,10.0,BROADWAY
2183,50013567,2018-10-18,ANDY'S CAFE,12.0,ASTORIA BLVD
2184,50060746,2018-10-17,MY PIE PIZZERIA,9.0,W 72ND ST
2185,40933080,2018-10-17,LUIGI'S PIZZA,10.0,ATLANTIC AVENUE
2186,50002574,2018-10-17,CIBO E VINO,11.0,BROADWAY
2187,50069179,2018-10-17,MR V'S PIZZA CAFE,12.0,ARTHUR KILL RD
2188,50044933,2018-10-17,PIZZAMARU,7.0,NORTHERN BLVD
2189,41673493,2018-10-17,DEGREZIA,12.0,EAST   50 STREET
2190,50061393,2018-10-16,PANINO RUSTICO II,5.0,AVENUE N
2191,50004285,2018-10-16,PIZZA HUT,3.0,EMPIRE BOULEVARD
2192,50038951,2018-10-16,GIOVANNIS TRATTORIA,13.0,RICHMOND AVE
2193,50012210,2018-10-15,OGLIASTRO,11.0,WASHINGTON AVE
2194,50070942,2018-10-15,LITTLE CAESARS,8.0,BROADWAY
2195,50038153,2018-10-15,PIZZA BOY,13.0,WOODSIDE AVE
2196,41419643,2018-10-15,PAPA JOHN'S,10.0,NORTHERN BOULEVARD
2197,50053676,2018-10-15,SBARRO,6.0,BROADWAY
2198,50017148,2018-10-13,NIKE'S PIZZERIA,23.0,E 189TH ST
2199,41245491,2018-10-12,GOTHAM PIZZA,7.0,YORK AVENUE
2200,41464997,2018-10-11,DEVINE KOSHER BAKERY,12.0,MCDONALD AVENUE
2201,41418789,2018-10-11,THE ORIGINAL EMILIO'S PIZZA,5.0,EAST TREMONT AVENUE
2202,50062985,2018-10-11,SHIPWRECKED MINIATURE GOLF,10.0,COURT ST
2203,40759930,2018-10-10,BELLA NAPOLI,12.0,EAST  240 STREET
2205,41316433,2018-10-10,CIELO RISTORANTE,12.0,HYLAN BOULEVARD
2206,50069069,2018-10-10,MANCINI'S WOOD-FIRED PIZZA,4.0,5TH AVE
2207,50065361,2018-10-10,NAPOLI'S BISTRO,6.0,42ND ST
2208,50083893,2018-10-09,FAMILY PIZZA,10.0,BAYCHESTER AVE
2209,50058769,2018-10-05,BROOKLYN PIZZA CREW,13.0,NOSTRAND AVE
2210,50035409,2018-10-04,PRIMA SARABELLA BAR RESTAURANT,11.0,GREENPOINT AVE
2211,40368034,2018-10-04,ROADHOUSE RESTAURANT,9.0,CLOVE ROAD
2212,40948401,2018-10-04,EUROPA BAKERY & PASTRY SHOP,8.0,65 STREET
2213,50038979,2018-10-04,ARTICHOKE BASILLE'S PIZZA,11.0,5TH AVE
2214,50063757,2018-10-03,PEPE GIALLO,9.0,10TH AVE
2215,41185928,2018-10-03,CALIFORNIA PIZZA KITCHEN,13.0,COOPER AVENUE
2216,40746890,2018-10-03,DOMINO'S,5.0,FLATBUSH AVENUE
2217,41491217,2018-10-02,RIVIERA RISTORANTE,13.0,UTOPIA PARKWAY
2218,50049293,2018-10-02,BROADWAY BAKERY & PIZZA,9.0,LIBERTY AVE
2219,41450085,2018-10-02,VINNY VINCENZ,10.0,1 AVENUE
2220,41714881,2018-10-02,PATRIZIA'S OF WOODLAWN,11.0,KATONAH AVE
2222,50078143,2018-10-02,BROADWAY PIZZA,12.0,86TH ST
2223,50044818,2018-10-02,J&M PIZZA,7.0,BEACH 20TH ST
2224,50019036,2018-10-02,AJ'S PIZZA,12.0,AUSTIN ST
2225,50070953,2018-10-02,PACO PIZZA,7.0,ARTHUR AVE
2226,41258669,2018-10-02,GEMMA,9.0,EAST    3 STREET
2227,50065198,2018-10-01,BY THE SLICE,13.0,BRADDOCK AVE
2228,50065304,2018-10-01,CHURCH AVENUE PIZZA,4.0,CHURCH AVE
2229,50067032,2018-10-01,DEATH AVENUE,10.0,10TH AVE
2230,50075667,2018-10-01,PIZZA MANNA,5.0,LINDEN BLVD
2231,41595439,2018-10-01,2 BROS PIZZA,11.0,FLATBUSH AVENUE EXTENSION
2232,50061521,2018-10-01,STONE BRIDGE PIZZA & SALAD,2.0,EAST 41 ST
2233,40367728,2018-10-01,MIMIS RESTAURANT & BAR,7.0,SECOND AVENUE
2234,50044144,2018-10-01,PAPA JOHN'S,12.0,WILLIS AVE
2235,50058421,2018-10-01,LITTLE CAESARS,12.0,UTICA AVE
2236,40573507,2018-09-29,NICOLA'S RESTAURANT,17.0,EAST   84 STREET
2237,40611399,2018-09-28,RAO'S BAR & GRILL,9.0,EAST  114 STREET
2238,41349101,2018-09-28,JOE'S PIZZA,13.0,PROSPECT PARK WEST
2239,41684504,2018-09-27,TABLE 87,12.0,ATLANTIC AVENUE
2240,40395055,2018-09-27,BECCO,10.0,WEST   46 STREET
2241,50042768,2018-09-27,PAPA JOHN'S,8.0,101ST AVE
2242,41623768,2018-09-26,GINO'S PIZZA,9.0,BEACH   20 STREET
2243,41549888,2018-09-26,SAGGIO RESTAURANT,12.0,WEST  181 STREET
2244,50005327,2018-09-26,LEA,12.0,CORTELYOU RD
2245,41163361,2018-09-25,ANGIE'S CAFE PIZZA,11.0,3 AVENUE
2246,40943082,2018-09-24,CHUCK E. CHEESE'S,11.0,EAST GUNHILL ROAD
2247,41696163,2018-09-21,SHESHE PIZZERIA,8.0,COLUMBUS AVENUE
2248,50000777,2018-09-20,PIZZA BOY I,10.0,37TH AVE
2249,41236893,2018-09-20,NEPTUNE PIZZA,12.0,CONEY ISLAND AVENUE
2250,50018388,2018-09-20,BAMBINO PIZZA 11,11.0,MYRTLE AVE
2251,50014173,2018-09-19,DADDY'S PIZZA & PASTA,13.0,86TH ST
2252,41534020,2018-09-19,MARK'S PIZZERIA,8.0,VAN BRUNT STREET
2253,41337492,2018-09-18,ROSA'S PIZZA & PASTA,12.0,FRESH POND ROAD
2254,41235437,2018-09-18,SOLO PIZZA,12.0,AVENUE B
2255,40377385,2018-09-18,NAPOLI PIZZA,11.0,69 AVENUE
2256,50082453,2018-09-17,MAKE N BAKE,13.0,3RD AVE
2257,50011289,2018-09-14,PASTAFINA PIZZA,8.0,3RD AVE
2259,40742988,2018-09-13,DOMINO'S,12.0,PENNSYLVANIA AVENUE
2260,40983620,2018-09-13,AURORA,10.0,GRAND STREET
2261,40366230,2018-09-13,DON PEPPE,13.0,LEFFERTS BOULEVARD
2262,41632118,2018-09-13,JIMMYS PIZZA,4.0,WILSON AVENUE
2263,50017040,2018-09-12,NAKED DOG,7.0,JAVA ST
2264,50073342,2018-09-12,TRE GIOVANI,7.0,LAGUARDIA PL
2265,40860410,2018-09-11,LA BELLA PIZZA,3.0,FOREST AVENUE
2266,50078981,2018-09-11,PAPA JOHNS PIZZA,9.0,AVENUE U
2267,50070497,2018-09-10,Tony's Pizza,9.0,SAINT JOHNS PL
2268,50063499,2018-09-10,IL FORNO PIZZERIA RESTAURANT,12.0,2ND AVE
2269,41090957,2018-09-10,PETRARCA,6.0,WHITE STREET
2270,50069592,2018-09-06,MAMA'S TOO!,13.0,BROADWAY
2271,41393052,2018-09-05,IGNAZIO'S,9.0,WATER STREET
2272,50075888,2018-09-05,SIMO PIZZA,2.0,GANSEVOORT ST
2273,41441196,2018-09-04,MOTORINO PIZZERIA NAPOLETANA,8.0,EAST   12 STREET
2274,40741900,2018-09-04,GIORGIO'S OF GRAMERCY,6.0,EAST   21 STREET
2275,50058878,2018-09-04,DOMINO'S,2.0,BROADWAY
2276,40398531,2018-09-04,TRATTORIA ROMANA,13.0,HYLAN BOULEVARD
2277,41410214,2018-09-04,TRATTORIA PESCHE PASTA,7.0,BLEECKER ST BSMT &1/FL
2278,41398960,2018-09-04,KESTE PIZZA & VINO,10.0,BLEECKER STREET
2279,41286915,2018-09-01,PIZZA HUT,10.0,EDSON AVENUE
2280,41408734,2018-08-31,TWO TOM'S RESTAURANT II,7.0,3 AVENUE
2281,40398910,2018-08-30,JOE'S PIZZA,5.0,ARCHER STREET
2282,50001454,2018-08-30,GENESIS PIZZA PARLOR,9.0,UNION TPKE
2283,41636558,2018-08-30,JOE'S PIZZA,12.0,8 AVENUE
2284,50033921,2018-08-29,SORRENTOS PIZZA,7.0,SEDGWICK AVE
2285,50032780,2018-08-28,ABITINO'S PIZZA(CONCOURSE C),12.0,JFK INTERNATIONAL AIRPORT
2286,41704055,2018-08-28,JOHNS PIZZA,13.0,WESTCHESTER AVENUE
2287,41257223,2018-08-28,ABITINO'S PIZZA,7.0,JFK AIRPORT
2289,50056622,2018-08-27,MATESE PIZZERIA,10.0,FRANCIS LEWIS BLVD
2290,41436878,2018-08-23,CASA LEVER,12.0,PARK AVENUE
2291,40545786,2018-08-23,PASTA PASTA RESTAURANT,2.0,WILLIAMSBRIDGE ROAD
2292,41321209,2018-08-23,GIULIANA RISTORANTE,11.0,HYLAN BOULEVARD
2293,50002138,2018-08-23,IL GATTOPARDO,11.0,WEST 54TH STREET
2294,50040571,2018-08-23,NEW 509 PIZZERIA INC,12.0,E 163RD ST
2295,41071980,2018-08-22,CELLINI,10.0,EAST   54 STREET
2296,41197896,2018-08-22,BASSO56,13.0,WEST 56 STREET
2298,50037026,2018-08-21,PAPA JOHN'S,2.0,86TH ST
2299,50043112,2018-08-21,ZUCCHERO E POMODORI,12.0,2ND AVE
2300,41305402,2018-08-20,CASA DI ISACCO,12.0,9 AVENUE
2301,50080567,2018-08-16,New Aunt Bella's Restaurant,7.0,MARATHON PKWY
2302,40366154,2018-08-14,MICHAEL'S RESTAURANT,10.0,AVENUE R
2303,41366056,2018-08-09,THE 3 LUIGIS,10.0,GRAND AVENUE
2304,40719669,2018-08-09,GENNARO'S CATERING HALL,11.0,13 AVENUE
2305,40376142,2018-08-07,LUSARDI'S RESTAURANT,13.0,SECOND AVENUE
2306,40388787,2018-08-06,SETTE MEZZO,12.0,LEXINGTON AVENUE
2307,41237165,2018-08-01,TRE,13.0,LUDLOW STREET
2308,50039946,2018-08-01,NEW PEPERONI'S PIZZA,12.0,LAFAYETTE AVE
2309,50076349,2018-08-01,BIG CHEESE PIZZA NO. 2,9.0,ARCHER ST
2310,41637061,2018-07-30,YN,13.0,MOTT STREET
2311,50077841,2018-07-25,EDON PIZZA,7.0,AVENUE U
2312,41445022,2018-07-23,ROYAL PIZZA,7.0,3 AVENUE
2313,40370939,2018-07-19,MANDUCATIS,7.0,JACKSON AVENUE
2314,40941619,2018-07-18,DOMINO'S,5.0,JUNCTION BOULEVARD
2315,50074234,2018-07-10,CARMENTAS,9.0,STARR ST
2316,50056213,2018-06-26,SAUCE,18.0,RIVINGTON ST
2317,50057226,2018-06-18,LITTLE CEASARS,10.0,ROOSEVELT AVE
2318,40820021,2018-05-09,THE AURORA PIZZA CAFFE,10.0,17 AVENUE
